0,26,8607,6_easy_pruned,20003,0
1,30,3676,6_easy_pruned,20000,0
2,12,5358,6_easy_pruned,20000,1
3,12,653,6_easy_pruned,20000,1
4,12,773,6_easy_pruned,20002,1
5,12,5417,6_easy_pruned,20002,1
6,30,2820,6_easy_pruned,20001,0
7,18,760,6_easy_pruned,20002,0
8,12,790,6_easy_pruned,20004,1
9,12,2733,6_easy_pruned,20002,1
10,26,9113,6_easy_pruned,20000,0
11,12,802,6_easy_pruned,20000,1
12,30,3384,6_easy_pruned,20002,0
13,5,1253,6_easy_pruned,20001,0
14,12,906,6_easy_pruned,20002,1
15,26,8546,6_easy_pruned,20001,0
16,26,8115,6_easy_pruned,20000,0
17,12,706,6_easy_pruned,20003,1
18,26,8528,6_easy_pruned,20002,0
19,33,1943,6_easy_pruned,20001,0
20,12,932,6_easy_pruned,20001,1
21,20,3428,6_easy_pruned,20000,0
22,18,664,6_easy_pruned,20000,0
23,12,767,6_easy_pruned,20002,1
24,12,666,6_easy_pruned,20003,1
25,30,3344,6_easy_pruned,20003,0
26,11,1432,6_easy_pruned,20003,0
27,12,4710,6_easy_pruned,20000,1
28,12,785,6_easy_pruned,20000,1
29,30,3139,6_easy_pruned,20003,0
30,35,855,6_easy_pruned,20001,0
31,29,9094,6_easy_pruned,20001,0
32,36,1061,6_easy_pruned,20002,0
33,12,936,6_easy_pruned,20004,1
34,11,1803,6_easy_pruned,20000,0
35,12,833,6_easy_pruned,20001,1
36,12,842,6_easy_pruned,20003,1
37,12,878,6_easy_pruned,20004,1
38,12,1122,6_easy_pruned,20000,1
39,12,880,6_easy_pruned,20001,1
40,11,1569,6_easy_pruned,20000,0
41,12,676,6_easy_pruned,20004,1
42,30,2881,6_easy_pruned,20003,0
43,18,1597,6_easy_pruned,20002,0
44,32,940,6_easy_pruned,20001,0
45,33,996,6_easy_pruned,20003,0
46,12,618,6_easy_pruned,20000,1
47,30,2635,6_easy_pruned,20000,0
48,29,9074,6_easy_pruned,20002,0
49,12,684,6_easy_pruned,20001,1
0,26,21203,6_easy_full,20002,0
1,12,7012,6_easy_full,20000,1
2,12,7769,6_easy_full,20001,1
3,33,3963,6_easy_full,20002,0
4,26,22397,6_easy_full,20001,0
5,24,8716,6_easy_full,20004,1
6,20,8940,6_easy_full,20004,0
7,20,11515,6_easy_full,20002,0
8,3,7363,6_easy_full,20003,0
9,3,7682,6_easy_full,20000,0
10,24,8422,6_easy_full,20005,1
11,34,5856,6_easy_full,20002,0
12,26,21555,6_easy_full,20001,0
13,26,20587,6_easy_full,20000,0
14,26,21566,6_easy_full,20003,0
15,24,8605,6_easy_full,20001,1
16,11,8307,6_easy_full,20002,0
17,26,20666,6_easy_full,20003,0
18,29,22700,6_easy_full,20002,0
19,11,8879,6_easy_full,20004,0
20,24,8823,6_easy_full,20000,1
21,32,1315,6_easy_full,20002,0
22,29,22073,6_easy_full,20001,0
23,12,8274,6_easy_full,20003,1
24,29,23241,6_easy_full,20000,0
25,29,23681,6_easy_full,20002,0
26,29,22309,6_easy_full,20002,0
27,30,12967,6_easy_full,20003,0
28,12,8110,6_easy_full,20002,1
29,12,7274,6_easy_full,20005,1
30,24,8893,6_easy_full,20000,1
31,6,3252,6_easy_full,20002,0
32,3,8298,6_easy_full,20000,0
33,11,8799,6_easy_full,20001,0
34,26,21974,6_easy_full,20000,0
35,12,7140,6_easy_full,20003,1
36,30,12982,6_easy_full,20001,0
37,6,2909,6_easy_full,20003,0
38,26,20476,6_easy_full,20002,0
39,24,8572,6_easy_full,20000,1
40,29,23433,6_easy_full,20004,0
41,26,21213,6_easy_full,20001,0
42,32,3097,6_easy_full,20001,0
43,12,7495,6_easy_full,20003,1
44,12,7677,6_easy_full,20003,1
45,24,8842,6_easy_full,20002,1
46,3,7390,6_easy_full,20002,0
47,35,2980,6_easy_full,20002,0
48,24,8279,6_easy_full,20001,1
49,36,3439,6_easy_full,20000,0
